transaction_id,transaction_date_time,account_number,card_number,transaction_amount,transaction_type_code,transaction_type_desc,pos_entry_code,pos_entry_desc,authorisation_posting_code,authorisation_posting_desc,decision_code,decision_code_desc,avs_response_code_external,secure_indicator,fraud_monitor_flag,score,merchant_id,merchant_name,merchant_category_code,merchant_category_desc,merchant_city_name,merchant_country_code,merchant_postal_code,acquirer_id,terminal_id,ip_address,device_id,prior_credit_limit,account_open_date,most_recent_email_change,most_recent_phone_change,most_recent_add_change,fraud,fraud_type
6026KQOU5354UGJE,2025-05-31 00:53:09,899752827,453900******3712,95.64,07,Contactless,91,Contactless Mag Stripe,PS,Settlement / Posting,A,Approved,N,,Y,218,ZY0XMDTEV0HSCZ2,Flipkart,6011,ATM Cash Disbursements,LONDON,MY,CO3 7QG,442211,8KI4C6L1,10.19.47.232,GY2PMTR53K93EZ7S,15000,2024-10-16,2023-04-27,2023-10-03,2023-04-12,0,
3180SQTC9080KZRH,2025-04-16 01:12:58,926641656,453900******7659,11.83,07,Contactless,05,Chip & PIN,PS,Settlement / Posting,A,Approved,A,,N,20,FF9IENMUG3J1QE3,Currys,4829,Money Transfer,DUBAI,PK,WA9 5RT,737205,TUJO12GA,10.173.155.20,LTJA0C4CK4V5W038,10000,2023-08-30,2023-08-13,2024-03-08,2025-01-22,0,
6774OMAK1193YINT,2025-04-02 21:34:21,260218371,453900******9136,10.83,07,Contactless,07,Contactless,PS,Settlement / Posting,A,Approved,NA,,N,562,MJ19NRV0NS7E1G7,MercadoLibre,4829,Money Transfer,DUBLIN,KE,JK3 2QV,737205,VKHALWL6,10.174.75.68,CHCEPFLGIDJRJF2H,3000,2024-11-03,2023-09-29,2023-05-20,2023-01-02,0,
5987BUPT5607QRUA,2025-05-21 18:23:36,250207265,453900******1130,20.76,10,Card On File,07,Contactless,PS,Settlement / Posting,R,Reversal / Refund,A,Unsecure,N,67,GGPZ5BGBIZ3DMPU,Emirates,5732,Electronics Stores,SYDNEY,KR,UP1 1MH,776655,ENH39WLU,10.156.41.119,DXPRM7JPAGV8ZHYB,10000,2023-08-12,2025-03-04,2025-04-27,2025-01-18,0,
0135DCDY1051JEPO,2025-03-29 15:23:23,259793178,453900******4449,76.0,91,Contactless Mag Stripe,07,Contactless,PS,Settlement / Posting,R,Reversal / Refund,NA,,N,300,DG4A0H197IWOQEQ,Korean Air,5541,Service Stations,BERLIN,KE,AD4 0EY,824500,98PU3DTW,10.161.166.108,UHGNS3AP6IG72A4L,3000,2024-06-17,2025-06-16,2025-05-12,2025-01-24,0,
4259PTQA6328QDVM,2025-05-24 16:38:00,781316080,453900******9904,9.82,07,Contactless,81,eCommerce,AU,Authorisation Request,R,Reversal / Refund,Y,,Y,921,USPK01U9SYLRZF1,Facebook Ads,5541,Service Stations,SINGAPORE,IR,OL1 7AD,776655,ZCNN7RE3,10.254.133.176,RWUARRXF8ODZEBH4,2000,2024-04-25,2023-08-13,2025-04-09,2024-10-31,0,
4964NANY6994GAFP,2025-05-21 04:34:16,324724050,453900******4522,3.44,10,Card On File,90,Mag Stripe,AU,Authorisation Request,D,Declined,Y,Unsecure,N,293,W7OIW4XVT4KYIJT,Circle Pay,5691,Clothing Stores,DUBLIN,PH,IZ4 7EW,954201,TEN8OMNG,10.92.121.56,Z6BBEL99F8NX5MVO,1000,2023-03-08,2025-04-05,2024-03-16,2023-06-20,0,
0650DLMI5714KBDR,2025-06-15 11:39:59,237643016,453900******1088,72.46,10,Card On File,81,eCommerce,AU,Authorisation Request,R,Reversal / Refund,A,Secure,Y,929,B1J12QILBAQOKMK,Vodafone TopUp,6011,ATM Cash Disbursements,NEW YORK,TR,DV8 5XF,824500,QKL0F4V4,10.212.201.137,M0TNEJB46SGOZ0XB,7500,2023-11-23,2025-02-11,2023-07-13,2024-11-29,1,FPF
2597XCBN4388HUNM,2025-05-29 07:41:22,745026625,453900******6441,70.52,OT,Other,91,Contactless Mag Stripe,PS,Settlement / Posting,R,Reversal / Refund,Y,,Y,548,E76X4KOQEEPTTYL,Western Union,5411,Grocery Stores,LONDON,EG,EX5 0NE,442211,M3JU9GCE,10.109.68.113,776WUWR3GPMV646Q,10000,2025-01-14,2025-05-14,2023-11-16,2025-01-01,1,Lost & Stolen
8092INGZ0938BZFY,2025-04-08 19:55:00,900908594,453900******2539,86.51,07,Contactless,81,eCommerce,AU,Authorisation Request,D,Declined,NA,,Y,38,EBHPT31ZWN6VS01,EasyMoney Transfer,5691,Clothing Stores,TOKYO,CO,ON2 9VZ,824500,12TRSQLX,10.206.161.25,IXPRGUZYZYW7UKN8,3000,2023-07-22,2023-06-14,2023-02-05,2023-08-05,0,
7277LLLS5340HBJZ,2025-03-16 23:47:58,139568380,453900******9331,22.86,OT,Other,05,Chip & PIN,PS,Settlement / Posting,A,Approved,NA,,N,147,V7Y1Z37D9NKTXN9,MTN Airtime,5691,Clothing Stores,DUBLIN,AR,FJ5 0RB,881122,XVR5C4FJ,10.214.162.89,M5Z0NB7WH8FV984C,2000,2023-12-12,2024-01-21,2023-10-23,2024-08-31,0,
6901AAIB5660LYJC,2025-04-11 16:25:24,275778947,453900******9509,23.83,91,Contactless Mag Stripe,81,eCommerce,PS,Settlement / Posting,D,Declined,NA,,N,161,3CQGS66QJAFBGN3,Orange Money,6011,ATM Cash Disbursements,LONDON,NG,RH1 3SK,737205,892JVB0A,10.60.190.5,BP3M0OBZXCVQOOG2,7500,2024-03-12,2023-11-22,2023-03-07,2024-04-28,0,
4792STSY4533JERZ,2025-04-24 16:56:10,985115966,453900******7687,83.36,05,Chip & PIN,05,Chip & PIN,PS,Settlement / Posting,R,Reversal / Refund,N,,N,885,85I9V0LK6148SAY,Greggs,5732,Electronics Stores,DUBLIN,PH,YN5 0EC,881122,70SOQI3C,10.85.105.152,AD5LFMZJNX3GXEZ4,1000,2023-08-21,2023-01-01,2024-12-21,2023-04-09,0,
8251EKGB2868ZGNO,2025-04-04 20:17:04,693538648,453900******4368,7.42,10,Card On File,81,eCommerce,PS,Settlement / Posting,A,Approved,Y,Secure,Y,411,Q0CVR90MRUQLM7H,Bolt Food,5732,Electronics Stores,PARIS,NZ,JL4 1HL,824500,3X08Z9RF,10.55.52.204,YXQJ4S0X2OUOWOJ3,2000,2024-03-10,2023-11-30,2024-11-05,2023-10-10,0,
5953ZNGE4889ZPFG,2025-03-02 02:32:54,026046796,453900******9853,24.27,90,Mag Stripe,90,Mag Stripe,PS,Settlement / Posting,R,Reversal / Refund,NA,,Y,461,5I9BK9W3BPKLH1S,Bet365,4829,Money Transfer,DUBAI,BR,EB4 2VD,442211,XICBFBJC,10.81.27.169,OS76TXNWLMNTZGXI,7500,2024-01-12,2025-02-19,2023-05-27,2024-09-07,0,
5916ZVPT2802AQTI,2025-05-20 07:06:27,595480829,453900******2208,70.38,91,Contactless Mag Stripe,07,Contactless,PS,Settlement / Posting,D,Declined,NA,,N,642,GKUCUTEPV1UWJYX,Betfred,1520,Contractors & Construction,DUBLIN,GH,OB0 6NR,776655,QGP6SIYN,10.22.43.161,WEP33XAUKSHPU86Y,2000,2025-01-01,2023-08-25,2024-10-19,2023-05-06,1,ACTO
0306HPJJ9667CKMZ,2025-05-10 12:04:36,968090948,453900******8346,47.44,90,Mag Stripe,05,Chip & PIN,AU,Authorisation Request,D,Declined,NA,,N,659,1V5PIFW6572UD0A,Roblox,5541,Service Stations,LONDON,ID,VX2 9VW,881122,5CMK2G05,10.156.162.115,NOJYE3PC6WC7VCXA,7500,2025-02-02,2023-12-21,2024-12-18,2024-09-15,0,
3874USBQ1427OROG,2025-06-29 04:36:51,562044026,453900******4278,22.02,07,Contactless,07,Contactless,PS,Settlement / Posting,A,Approved,A,,Y,630,418HEHSHWKTT4NU,Orange Money,6011,ATM Cash Disbursements,LONDON,DE,SP8 1DD,954201,FIZQI65T,10.219.28.2,NRCDWJ6RISMWVDZF,7500,2024-10-04,2024-12-12,2024-03-22,2023-02-07,0,
5620YMDU5053QBRI,2025-06-19 02:15:48,664382213,453900******5297,34.04,90,Mag Stripe,90,Mag Stripe,PS,Settlement / Posting,D,Declined,NA,,N,341,2XVA3E1LG4BQDI5,Roblox,4511,Airlines,NEW YORK,UA,NK8 1KX,442211,XM31PZIG,10.162.66.164,J82VVMT1BO9JDYO1,3000,2023-12-04,2024-02-04,2023-06-30,2025-02-13,0,
5301NYSA4950RSPC,2025-06-04 07:40:45,874584159,453900******1525,4.52,10,Card On File,81,eCommerce,PS,Settlement / Posting,A,Approved,N,Unsecure,Y,570,WZY9BY7APHT7ECK,Square US,5541,Service Stations,DUBLIN,QA,QY0 3BE,954201,DZGEEY24,10.40.118.203,BDGYRBDWBVYXRZY0,7500,2025-03-12,2024-02-16,2023-09-13,2023-07-02,0,
7362CBIZ7468DFVV,2025-03-03 01:50:00,691280698,453900******1636,19.56,90,Mag Stripe,07,Contactless,AU,Authorisation Request,R,Reversal / Refund,Y,,Y,929,IXWOIEW9KMD40CL,Microsoft Store,7995,Betting & Gambling,SYDNEY,GH,KK6 2LG,881122,Z5592H78,10.83.247.196,VFJGXJMN85SRN4IF,15000,2024-03-10,2023-08-14,2024-09-13,2023-06-18,0,
6016YIRJ5979WWNJ,2025-04-15 02:20:47,934121601,453900******2177,47.6,91,Contactless Mag Stripe,91,Contactless Mag Stripe,PS,Settlement / Posting,A,Approved,Y,,Y,733,FNQS7FT1I3AYC70,JD Sports,6011,ATM Cash Disbursements,DUBAI,EG,AC9 0MF,776655,ADPD8AEP,10.51.96.79,PGA6YTFBLAMZROJE,3000,2025-04-01,2023-09-08,2024-03-22,2024-11-26,0,
8526CYUL7477SOZO,2025-05-09 19:24:46,438305411,453900******7355,26.93,OT,Other,05,Chip & PIN,PS,Settlement / Posting,D,Declined,NA,,Y,355,C5C1ML1XFK7IHD7,Primark,1520,Contractors & Construction,TOKYO,RU,EF9 5LP,601912,ZD62P074,10.222.251.199,BZ5R62PCDIEBZMKY,7500,2025-01-08,2024-11-05,2024-09-10,2025-06-02,1,FPF
8187GYSP1479LPEQ,2025-04-07 14:10:22,072934039,453900******1381,34.72,05,Chip & PIN,91,Contactless Mag Stripe,PS,Settlement / Posting,R,Reversal / Refund,NA,,N,242,1CF1YSWKPU0KRLO,Barclays Fees,4829,Money Transfer,SINGAPORE,CL,EH1 2VZ,881122,LQT5JHSL,10.249.223.72,UBB8F3R8OUBBOIZU,2000,2024-10-12,2024-02-21,2025-03-26,2023-06-20,0,
8764MXXC1118BPEM,2025-03-31 19:55:17,404969717,453900******4707,47.35,01,Manual Entry,07,Contactless,PS,Settlement / Posting,A,Approved,NA,,Y,120,TUJF84CY0JN855J,Aldi,1520,Contractors & Construction,LONDON,IN,JN8 4IK,737205,JPNF17T3,10.200.164.165,5LWHMUPASN3RY1RP,5000,2024-04-14,2024-10-04,2023-10-08,2023-08-13,0,
4579LLMM7976BCJQ,2025-04-16 00:26:12,229426600,453900******0953,25.18,90,Mag Stripe,07,Contactless,PS,Settlement / Posting,A,Approved,NA,,Y,42,4BAIXAH4MQVCC8P,Orange Money,4829,Money Transfer,TOKYO,MX,GI4 5NW,776655,9C4QH4JL,10.6.48.184,I6NUS3S5K0EQXJKO,7500,2024-06-18,2025-02-28,2023-02-28,2024-06-08,0,
1959TYST3691RTSU,2025-03-20 05:34:52,234528986,453900******3467,149.82,81,Electronic Commerce,07,Contactless,PS,Settlement / Posting,D,Declined,NA,Secure,N,981,QCUVUTZO9Z4X4DA,Origin EA,5541,Service Stations,TORONTO,GB,JY6 9GM,601912,8ZT31J7F,10.81.11.225,ZKIKGJJFHLQAVWQ2,1000,2023-02-09,2024-03-17,2023-06-17,2025-02-19,1,SCAM
8702UEBC6159PFLI,2025-05-08 08:34:32,396138354,453900******3510,15.33,OT,Other,05,Chip & PIN,PS,Settlement / Posting,A,Approved,A,,N,380,EHL6NYB0VZQ1500,N26 Bank,5541,Service Stations,TORONTO,IN,UQ5 9GW,601912,LAMVZ2AY,10.54.83.236,Y5EG8QB2ZV431298,3000,2023-03-09,2024-02-06,2024-07-06,2025-02-10,0,
3536GCVL9070YDFM,2025-05-05 11:54:12,777954248,453900******2628,28.07,01,Manual Entry,91,Contactless Mag Stripe,PS,Settlement / Posting,D,Declined,N,,Y,267,B1FV9Z7KZEDEUXN,BP Petrol,7995,Betting & Gambling,SYDNEY,US,PX2 9JA,776655,XPL0274L,10.154.167.219,XOKTNGMIN68O00Z1,5000,2023-06-06,2025-03-12,2024-05-10,2023-09-07,0,
7256QGMR9013FVST,2025-03-16 05:03:16,793543130,453900******3528,53.96,10,Card On File,90,Mag Stripe,PS,Settlement / Posting,R,Reversal / Refund,NA,Secure,Y,723,OT5RSHZFXH0H92Z,Sports Direct,7995,Betting & Gambling,SINGAPORE,ID,DU0 4SD,776655,6XMQSSV8,10.203.15.128,UJ1JGHEQO38GGAM8,3000,2023-08-22,2023-10-01,2023-10-09,2023-05-19,0,
3375BQGL8695UEAU,2025-06-11 11:32:34,516542575,453900******3686,37.55,91,Contactless Mag Stripe,07,Contactless,AU,Authorisation Request,R,Reversal / Refund,A,,Y,452,2H99UY2PGM5EMS5,Travis Perkins,6011,ATM Cash Disbursements,DUBLIN,ES,VZ7 5VB,776655,DSW8X69R,10.216.186.86,ERWD6OBY3JHPKHBY,10000,2023-11-21,2024-02-14,2023-08-25,2023-04-23,0,
7440LNRT4469DVKV,2025-06-20 14:20:50,812010923,453900******6993,20.71,91,Contactless Mag Stripe,90,Mag Stripe,AU,Authorisation Request,R,Reversal / Refund,A,,N,17,Y5XZ0RCPAQKPLVR,Epic Games,5691,Clothing Stores,SINGAPORE,DE,IJ1 3LU,442211,BFF5C5SL,10.117.204.151,LTU0KP0RF30SBVDW,7500,2024-01-16,2024-01-18,2023-02-12,2024-08-12,0,
2098XGME4432TWPF,2025-06-01 05:24:37,036586651,453900******4270,39.62,01,Manual Entry,05,Chip & PIN,AU,Authorisation Request,A,Approved,N,,Y,103,1309FV6RAVT1YKR,Paysafe,5411,Grocery Stores,PARIS,AU,BL2 6WZ,776655,M0P0KP3U,10.227.189.73,JDXQP2INDBD877QU,1000,2023-08-02,2024-01-04,2023-05-25,2023-10-27,0,
8261AZOR3955SGKV,2025-06-18 15:01:16,636474809,453900******5429,58.66,01,Manual Entry,81,eCommerce,PS,Settlement / Posting,D,Declined,NA,,N,665,I5T020922M5EYXW,Sky Bet,5812,Restaurants,DUBLIN,PK,KE9 8YS,737205,KD4HPN6N,10.206.53.126,9AGY2FSNJNLQS0LX,15000,2025-01-23,2024-05-18,2023-10-24,2025-02-21,0,
6021ACNR6551QOHH,2025-03-01 13:35:44,679764216,453900******6153,6.42,90,Mag Stripe,07,Contactless,PS,Settlement / Posting,A,Approved,NA,,Y,204,JUEMZO1FOEU28T8,EasyJet,5732,Electronics Stores,DUBAI,MX,QB2 2DP,881122,801H6GBO,10.185.74.138,46ISW54C7HGJSEAL,1000,2024-05-15,2025-01-05,2024-04-06,2023-10-14,0,
2621JGYR9789ZLSL,2025-05-02 18:26:05,094451618,453900******2111,83.7,05,Chip & PIN,91,Contactless Mag Stripe,PS,Settlement / Posting,R,Reversal / Refund,NA,,Y,142,L5MMECCCSDIT5KF,WeChat Pay,4829,Money Transfer,NEW YORK,CA,DL1 3HB,442211,IGP50YCM,10.146.63.11,SISHEAHS8JGNBATR,15000,2023-08-05,2024-12-09,2024-08-04,2024-01-13,0,
5327KWVW5062RTRS,2025-06-17 04:05:33,139992016,453900******8086,25.3,01,Manual Entry,81,eCommerce,AU,Authorisation Request,R,Reversal / Refund,Y,,Y,48,YCK3KFE4EGYAAD4,Costa Coffee,7995,Betting & Gambling,DUBLIN,ZA,AG1 1RF,954201,2UEMAM0C,10.125.223.184,WXUIKGU3APXK6ORE,2000,2023-12-19,2025-03-04,2024-04-28,2023-03-23,0,
9793FHJZ8234DSXZ,2025-04-12 09:52:10,651279400,453900******9693,46.54,01,Manual Entry,05,Chip & PIN,AU,Authorisation Request,A,Approved,Z,,Y,809,MKDO1IYK5UQMTKA,Ryanair,7995,Betting & Gambling,LONDON,AE,IB1 4YB,824500,RYGC72A6,10.76.118.87,ZEEDV63VHT5LYZB4,2000,2024-06-19,2025-02-25,2023-01-30,2024-11-01,0,
2744MGIK8574IKZM,2025-04-25 10:25:43,583722459,453900******3836,86.3,81,Electronic Commerce,05,Chip & PIN,PS,Settlement / Posting,A,Approved,NA,Secure,Y,826,TKAKW1A4U49JLIM,Etihad Airways,5812,Restaurants,SYDNEY,IR,AH1 6HE,737205,NY79PL83,10.99.230.226,X7HTI8PGOMUF21PI,5000,2023-06-12,2024-09-28,2024-12-20,2023-12-27,0,
6365KRFG3381TIKA,2025-03-22 13:29:36,869229286,453900******7577,11.05,OT,Other,07,Contactless,PS,Settlement / Posting,R,Reversal / Refund,NA,,Y,449,FLWM3U5GA98T6GF,AliExpress,7995,Betting & Gambling,LONDON,IN,JH9 3AM,824500,39ZNUVAY,10.214.245.164,U8RKF9IURULH9LKZ,2000,2025-02-27,2025-06-07,2023-10-24,2024-07-16,0,
7736VOFX6238XBDH,2025-03-09 19:16:10,535305687,453900******8738,18.77,05,Chip & PIN,07,Contactless,PS,Settlement / Posting,A,Approved,A,,Y,171,R2JIFT6XQMLGLY2,Bolt Food,5812,Restaurants,TORONTO,HK,II6 5XY,737205,JKQ0MYNJ,10.43.35.17,3AEYML2XMNIP6KYR,20000,2023-09-22,2025-02-12,2024-11-13,2023-09-19,0,
3682GXYL6868XTJM,2025-05-22 07:57:01,024601123,453900******4014,61.79,90,Mag Stripe,05,Chip & PIN,AU,Authorisation Request,R,Reversal / Refund,NA,,N,839,88HEZEQGTU00DXT,Royal Jordanian,5411,Grocery Stores,SYDNEY,ID,NL8 5KS,737205,IAH1QHT8,10.32.201.61,H05XE2ELE9JQUW85,1000,2025-05-17,2024-02-10,2023-10-28,2024-02-16,1,CNP
2681YHTN0110JUSC,2025-05-03 18:36:15,794772290,453900******5197,17.69,90,Mag Stripe,07,Contactless,PS,Settlement / Posting,R,Reversal / Refund,NA,,N,191,0W8O0OF7H7G5MBQ,Monzo,5691,Clothing Stores,SINGAPORE,KE,XE7 8WX,954201,YHNJL9XX,10.39.91.137,JUJ3HXP1IKS2L4E6,5000,2024-01-09,2023-05-28,2025-03-09,2024-08-15,0,
8148JKXA8705SZMA,2025-03-02 00:15:26,957944688,453900******6689,132.68,81,Electronic Commerce,90,Mag Stripe,AU,Authorisation Request,D,Declined,Y,Secure,N,899,TP1E28NIQ2LDFES,Paysafe,4511,Airlines,TOKYO,EG,PV8 1DI,881122,6M44TZ6O,10.1.231.21,Z4E099DLIABIW0WB,15000,2023-02-18,2024-10-12,2025-05-03,2023-09-10,0,
2179EPEX2798SSBY,2025-03-24 19:08:42,913498549,453900******4648,16.69,01,Manual Entry,90,Mag Stripe,PS,Settlement / Posting,A,Approved,NA,,N,542,LEYQW35A1MADIKD,Barclays Fees,5812,Restaurants,NEW YORK,PE,BL4 9SD,737205,R6M4YGHI,10.82.42.49,M9KDJ1HAPUH0MYFH,20000,2025-03-30,2024-07-29,2024-10-02,2024-02-06,0,
8410IHNI4640TMCE,2025-04-03 02:54:12,567747449,453900******2208,21.23,91,Contactless Mag Stripe,90,Mag Stripe,PS,Settlement / Posting,A,Approved,A,,N,737,DMKIBA6DWQRKFEL,WeChat Pay,6011,ATM Cash Disbursements,TOKYO,UA,OK7 7OU,442211,6WKK7DO7,10.196.143.13,SX39GOH8BD9HTRFE,1000,2023-06-01,2024-02-02,2023-03-24,2024-03-07,0,
0612IOPM6346KXXV,2025-04-20 01:32:37,658247049,453900******9868,39.0,01,Manual Entry,05,Chip & PIN,AU,Authorisation Request,R,Reversal / Refund,N,,N,378,X8O88QO1ANC5VNT,Zalando,5541,Service Stations,TORONTO,QA,HK6 1BH,442211,XZ6EX4RZ,10.61.10.2,YYZCSAEHDX7243ZK,2000,2023-05-08,2025-05-19,2024-11-24,2025-05-20,0,
2852WWST9362ENXT,2025-05-23 13:33:01,661383547,453900******7027,12.66,05,Chip & PIN,91,Contactless Mag Stripe,PS,Settlement / Posting,D,Declined,N,,N,193,CL9RM73SMJTY3K6,QuickCash Kiosk,6011,ATM Cash Disbursements,NEW YORK,CA,AF0 8KB,954201,YVW60RGK,10.191.236.64,UTMW1N6DOQMOA14N,1000,2024-10-14,2025-03-30,2025-03-24,2023-01-11,0,
5218AHST7806FJEQ,2025-03-11 17:56:35,814825300,453900******5410,24.13,90,Mag Stripe,81,eCommerce,PS,Settlement / Posting,R,Reversal / Refund,N,,Y,922,AJ4QDZ4BP3X1AU3,NatWest Fees,4511,Airlines,NEW YORK,BR,FD6 2FI,954201,3OFLBBKT,10.216.221.143,L9ISI81LL334QK7K,7500,2023-09-09,2023-10-21,2024-12-18,2025-03-12,0,
3394UMCX8854QNKW,2025-06-14 19:33:06,535409326,453900******7630,153.37,05,Chip & PIN,05,Chip & PIN,PS,Settlement / Posting,R,Reversal / Refund,Y,,N,937,52BJIL3FVKNW7CC,Worldpay,5691,Clothing Stores,BERLIN,KE,NM5 0LF,601912,LNS01MRD,10.40.198.102,9KWBX7HV8GLP1R7A,2000,2024-04-07,2023-04-25,2023-04-15,2024-05-22,1,VELOCITY
0887DYBW7536XQUJ,2025-06-21 18:47:12,436476975,453900******1013,25.37,01,Manual Entry,81,eCommerce,AU,Authorisation Request,R,Reversal / Refund,Z,,Y,865,X73S8YYTP6HVCKZ,GrabPay,5411,Grocery Stores,NEW YORK,EG,RR7 3EV,737205,2PYCET00,10.47.192.184,EXGHIFFXILXN1JMV,3000,2025-01-06,2024-05-25,2023-04-11,2023-10-14,0,
0545SAFT7045YZSZ,2025-05-11 04:57:29,128566354,453900******1297,124.4,01,Manual Entry,90,Mag Stripe,PS,Settlement / Posting,D,Declined,N,,N,664,ZAP8VLKT7J4G9XS,Turkish Airlines,1520,Contractors & Construction,BERLIN,MX,NW2 7NQ,954201,AZ64B32A,10.217.83.35,K224GO13M3F48ITX,1000,2023-02-06,2025-04-08,2024-01-03,2025-03-12,1,ACTO
5224HUVE1795IKKS,2025-05-20 19:41:30,738764290,453900******3728,21.68,07,Contactless,81,eCommerce,PS,Settlement / Posting,R,Reversal / Refund,N,,Y,562,VGRNP7G66PA3IDB,Vodafone TopUp,4829,Money Transfer,NEW YORK,CN,EQ4 1CE,881122,SJJPSUG6,10.231.12.23,C12M9MTQC74N86OR,7500,2023-04-15,2024-01-03,2023-07-27,2023-08-15,0,
0254FPMQ3521KNDB,2025-04-01 11:01:59,961994490,453900******5094,9.86,05,Chip & PIN,05,Chip & PIN,PS,Settlement / Posting,A,Approved,NA,,Y,908,QR6CG93Y8TH3TH3,AliExpress,5812,Restaurants,SYDNEY,ES,GQ4 4HD,881122,QQMTXERE,10.89.60.200,MX3R8ZQ4ZBQ5HES3,5000,2023-10-29,2024-09-14,2024-12-14,2024-12-06,0,
3439BOPJ0802FAAO,2025-06-25 04:26:18,658771470,453900******3473,42.83,10,Card On File,90,Mag Stripe,AU,Authorisation Request,A,Approved,Y,Unsecure,N,392,29T5A8A2XOD6H6C,TransferWise,5541,Service Stations,TORONTO,CA,DL7 7JW,737205,6XKJXGD7,10.255.21.23,0PRG3F1IH56PR5CW,1000,2024-03-15,2025-03-04,2023-11-21,2024-07-11,0,
0933WITG4078OPTA,2025-03-23 23:49:33,169606097,453900******3529,134.82,OT,Other,05,Chip & PIN,AU,Authorisation Request,A,Approved,Y,,Y,352,HK505IG1BJZAN0S,MoMo VN,7995,Betting & Gambling,SYDNEY,MY,PB6 3YR,776655,1WZ6S96W,10.201.149.164,LUK5K6BRYKZMGGKW,3000,2023-11-25,2025-03-01,2025-05-03,2024-06-05,0,
0495YXBC9547CVGW,2025-03-20 06:03:56,866147670,453900******8846,33.61,81,Electronic Commerce,07,Contactless,PS,Settlement / Posting,R,Reversal / Refund,NA,Secure,N,883,C9XTNE7L084G3FC,Emirates,5541,Service Stations,DUBAI,KE,XC4 7ND,954201,GIWAOQ3Z,10.64.58.172,T8IK8IYRZ84VHF1T,2000,2024-08-13,2023-06-24,2023-02-17,2024-03-04,0,
3847AUVO0060TRRA,2025-03-28 11:30:50,662387884,453900******2464,157.81,01,Manual Entry,81,eCommerce,PS,Settlement / Posting,A,Approved,NA,,N,614,ZHOFMPORWYR51XL,Garuda Indonesia,1520,Contractors & Construction,LONDON,SA,QY0 1DC,824500,MVLSXYZI,10.27.244.129,7SR6H5GA3GXNWPAA,20000,2024-11-08,2024-06-30,2024-02-26,2024-07-09,1,SCAM
2192BBNS2901ASXB,2025-04-01 21:52:44,344932511,453900******2719,57.64,10,Card On File,91,Contactless Mag Stripe,PS,Settlement / Posting,D,Declined,Y,Secure,Y,353,5DSE1DHQ2HBDQEA,Carrefour,4829,Money Transfer,SYDNEY,PH,QQ9 8DZ,954201,W8I26OWA,10.79.151.255,0G7OBKCJEZBO5FUS,3000,2024-01-25,2025-06-02,2023-07-19,2025-06-15,0,
8229CLGB5926XWRN,2025-03-02 03:12:32,401911313,453900******7663,12.0,81,Electronic Commerce,91,Contactless Mag Stripe,PS,Settlement / Posting,R,Reversal / Refund,NA,Secure,Y,359,U38Z68OJ7V4X0GU,Screwfix,5812,Restaurants,BERLIN,IN,VM2 4PS,601912,13OZQBJP,10.15.71.24,L0E2I1R2E6WTWNOR,7500,2024-04-24,2023-01-29,2025-03-17,2024-11-10,0,
6758DRBC4084SCNU,2025-06-24 00:37:01,274241918,453900******0408,129.28,81,Electronic Commerce,05,Chip & PIN,PS,Settlement / Posting,R,Reversal / Refund,N,Secure,N,398,MA8VIIEHAZJPQEC,Costa Coffee,5732,Electronics Stores,TORONTO,MX,OV3 8IF,881122,NTRAR7EH,10.21.34.146,HOIO6QGQB11253KL,20000,2024-11-03,2023-05-19,2025-04-16,2023-07-23,0,
9691PKDM5634AKKE,2025-06-19 23:21:08,582148546,453900******3652,38.93,81,Electronic Commerce,91,Contactless Mag Stripe,AU,Authorisation Request,A,Approved,NA,Unsecure,Y,283,6FY8SSVY9HWOZ6R,B&Q,5411,Grocery Stores,TOKYO,KR,RR1 0ZI,601912,OEV8RMQV,10.74.74.145,P9F6OOZGVI52LA4V,7500,2023-10-20,2024-04-05,2023-05-06,2023-10-11,0,
1450VEFB4717CXBM,2025-06-09 05:00:54,718701834,453900******7247,122.18,90,Mag Stripe,90,Mag Stripe,AU,Authorisation Request,A,Approved,Y,,Y,417,6DWIAXN8VPC8CX3,WeChat Pay,5411,Grocery Stores,PARIS,AU,HH7 5SD,881122,RJ0B43KE,10.241.38.174,8PVMIKSPR342ZVMP,10000,2025-04-08,2024-03-19,2023-12-24,2024-06-05,0,
7523ZNUJ8033IFHU,2025-04-09 05:00:18,020358460,453900******6594,18.42,10,Card On File,90,Mag Stripe,PS,Settlement / Posting,R,Reversal / Refund,A,Unsecure,Y,117,M5VPL9DO11533K4,TikTok Ads,4511,Airlines,LONDON,IT,CL6 3RF,601912,GX67WYCW,10.178.72.86,WHGFIG42IRJS2VFA,1000,2023-09-08,2025-01-13,2023-03-24,2023-06-28,0,
6090HOBK5771PRPC,2025-05-22 08:55:32,149490035,453900******2898,547.63,01,Manual Entry,91,Contactless Mag Stripe,AU,Authorisation Request,R,Reversal / Refund,N,,Y,685,M9O7XF2W8T5YRZR,XYZ Trading,4829,Money Transfer,TOKYO,EG,UW3 8UU,776655,YBA8Y387,10.50.197.222,DX2NHELYC0LMNRU3,2000,2024-11-03,2023-12-01,2024-11-05,2024-08-01,1,APP
